Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
470,60,RL,9291,IR1,Lvl,Corner,Gtl,SawyerW,2Story,6,5,1993,1993,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0,406,832,Ex,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,Gd,7,0,Attchd,1993.0,RFn,2,506,TA,Y,144,70,0,0,0,0,0,6,2008,WD,Normal,187000
471,120,RL,6820,IR1,Lvl,Corner,Gtl,StoneBr,1Story,8,5,1985,1985,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,TA,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Gd,4,0,Attchd,1985.0,RFn,2,528,TA,Y,0,54,0,0,140,0,0,6,2010,WD,Normal,212000
472,60,RL,11952,Reg,Lvl,Inside,Gtl,NWAmes,2Story,7,6,1977,1977,WdShing,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,808,808,TA,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,TA,8,1,Attchd,1977.0,RFn,2,534,TA,Y,0,0,0,0,276,0,0,11,2007,WD,Normal,190000
473,180,RM,3675,Reg,Lvl,Inside,Gtl,Edwards,SLvl,6,5,2005,2005,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0,88,547,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,0,Basment,2005.0,RFn,2,525,TA,Y,0,28,0,0,0,0,0,6,2008,WD,Normal,148000
474,20,RL,14977,IR1,Lvl,Inside,Gtl,NridgHt,1Story,8,5,2006,2007,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,1,Attchd,2006.0,RFn,3,908,TA,Y,250,63,0,0,0,0,0,7,2007,New,Partial,440000
475,120,RL,5330,Reg,Lvl,Inside,Gtl,StoneBr,1Story,8,5,2000,2000,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,0,Attchd,2000.0,RFn,2,499,TA,Y,96,48,0,0,0,0,0,8,2007,WD,Normal,251000
476,20,RL,8480,Reg,Lvl,Corner,Gtl,Sawyer,1Story,5,6,1963,1963,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0,340,970,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,0,Detchd,1996.0,Unf,2,624,TA,Y,0,24,0,0,192,0,0,7,2007,WD,Normal,132500
477,20,RL,13125,Reg,Lvl,Inside,Mod,CollgCr,1Story,6,5,1997,1998,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,1,Attchd,1997.0,Fin,2,508,TA,Y,140,39,0,0,0,0,0,4,2008,WD,Normal,208900
478,60,RL,13693,Reg,Lvl,Inside,Gtl,NridgHt,2Story,9,5,2006,2006,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2153,2153,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,1,BuiltIn,2006.0,Fin,3,694,TA,Y,414,84,0,0,0,0,0,3,2007,WD,Normal,380000
479,20,RL,10637,Reg,Lvl,Inside,Gtl,CollgCr,1Story,8,5,2007,2008,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,1,Attchd,2007.0,RFn,3,826,TA,Y,208,44,0,0,0,0,0,9,2009,WD,Normal,297000
480,30,RM,5925,Reg,Bnk,Inside,Gtl,OldTown,1Story,4,7,1937,2000,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,0,Detchd,1995.0,Unf,2,672,TA,Y,0,72,0,0,0,0,0,3,2007,WD,Alloca,89471
481,20,RL,16033,IR1,Lvl,FR2,Gtl,NridgHt,1Story,9,5,2004,2005,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,1,Attchd,2004.0,Fin,3,772,TA,Y,519,112,0,0,0,0,0,3,2006,WD,Normal,326000
482,20,RL,11846,IR1,HLS,Inside,Gtl,NridgHt,1Story,9,5,2003,2004,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Ex,6,1,Attchd,2003.0,Fin,3,874,TA,Y,206,49,0,0,0,0,0,8,2006,WD,Normal,374000
483,70,RM,2500,Reg,Lvl,Corner,Gtl,OldTown,2Story,7,8,1915,2005,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,910,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,Ex,7,1,Attchd,1915.0,Unf,1,164,Fa,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,155000
484,120,RM,4500,Reg,Lvl,FR2,Gtl,Mitchel,1Story,6,5,1998,1998,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,1216,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,0,Attchd,1998.0,Unf,2,402,TA,Y,0,125,0,0,0,0,0,5,2006,WD,Normal,164000
485,20,RL,7758,IR1,Lvl,Corner,Gtl,Sawyer,1Story,5,7,1962,2001,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0,411,999,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Gd,6,0,Detchd,1963.0,Unf,1,264,TA,Y,0,132,0,0,0,0,0,3,2007,WD,Normal,132500
486,20,RL,9600,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1950,2007,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,0,506,1113,Gd,Y,SBrkr,1113,0,0,1113,0,0,1,0,3,1,Gd,5,1,Attchd,1950.0,Unf,1,264,TA,Y,0,80,120,0,0,0,0,7,2009,WD,Normal,147000
487,20,RL,10289,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1965,1965,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,0,237,1073,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,TA,6,0,Attchd,1965.0,RFn,2,515,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,156000
488,20,RL,12243,IR1,Lvl,Inside,Gtl,NWAmes,1Story,5,6,1971,1971,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,0,486,1484,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,1,Attchd,1971.0,Unf,2,487,TA,Y,224,0,0,0,180,0,0,2,2007,WD,Normal,175000
489,190,RL,10800,Reg,Lvl,Corner,Gtl,OldTown,1.5Fin,5,4,1900,1970,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,954,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,1,Attchd,1970.0,Unf,2,520,TA,N,142,0,0,0,0,0,0,5,2006,ConLD,Normal,160000
490,180,RM,1526,Reg,Lvl,Inside,Gtl,MeadowV,SFoyer,4,8,1970,2002,CemntBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,0,115,630,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Gd,3,0,Attchd,1970.0,Unf,1,286,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,86000
491,160,RM,2665,Reg,Lvl,Inside,Gtl,MeadowV,2Story,5,6,1976,1976,CemntBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,264,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,1,BuiltIn,1976.0,Fin,1,336,TA,Y,141,24,0,0,0,0,0,6,2008,WD,Normal,115000
492,50,RL,9490,Reg,Lvl,Inside,Gtl,NAmes,1.5Fin,6,7,1941,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,806,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,2,Attchd,1941.0,Unf,1,240,TA,Y,0,0,32,0,0,0,0,8,2006,WD,Normal,133000
493,60,RL,15578,IR1,Lvl,Corner,Gtl,Gilbert,2Story,6,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Gd,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,TA,8,0,Attchd,2006.0,RFn,2,429,TA,Y,0,0,0,0,0,0,0,5,2006,New,Partial,172785
494,20,RL,7931,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,6,1960,1960,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,532,363,1269,TA,Y,FuseA,1269,0,0,1269,0,0,1,1,3,1,TA,6,1,Detchd,1964.0,Unf,1,308,TA,Y,0,0,0,0,0,0,0,6,2008,WD,Normal,155000
495,30,RM,5784,Reg,Lvl,Inside,Gtl,OldTown,1Story,5,8,1938,1996,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,190,190,Gd,Y,FuseA,886,0,0,886,0,0,1,0,2,1,TA,4,0,Attchd,1938.0,Unf,1,273,TA,Y,144,20,80,0,0,0,0,12,2009,WD,Normal,91300
496,30,C (all),7879,Reg,Lvl,Inside,Gtl,IDOTRR,1Story,4,5,1920,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,0,225,720,TA,N,FuseA,720,0,0,720,0,0,1,0,2,1,TA,4,0,,,,0,0,,N,0,523,115,0,0,0,0,11,2009,WD,Abnorml,34900
497,20,RL,12692,IR1,Lvl,Inside,Gtl,NoRidge,1Story,8,5,1992,1993,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1231,Unf,0,1969,3200,Ex,Y,SBrkr,3228,0,0,3228,1,0,3,0,4,1,Gd,10,1,Attchd,1992.0,RFn,2,546,TA,Y,264,75,291,0,0,0,0,5,2007,WD,Normal,430000
498,50,RL,9120,Reg,Lvl,Inside,Gtl,BrkSide,1.5Fin,7,6,1925,1950,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,0,697,1026,Ex,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,TA,8,0,Detchd,1925.0,Unf,1,240,TA,N,0,100,0,0,0,0,0,6,2008,WD,Normal,184000
499,20,RL,7800,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,7,1967,2004,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,0,414,864,Ex,Y,SBrkr,899,0,0,899,0,0,1,0,3,1,Gd,5,0,Attchd,1967.0,Fin,1,288,TA,Y,64,0,0,0,0,0,0,6,2009,WD,Normal,130000
500,20,RL,7535,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,7,1958,1985,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,111,LwQ,279,522,912,Fa,Y,SBrkr,912,0,0,912,0,1,1,0,2,1,TA,5,0,Attchd,1958.0,Fin,1,297,TA,Y,12,285,0,0,0,0,480,6,2007,WD,Normal,120000
501,160,RM,1890,Reg,Lvl,Inside,Gtl,BrDale,2Story,6,5,1973,1973,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,0,316,672,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,0,Detchd,1973.0,Unf,1,264,TA,Y,144,28,0,0,0,0,0,5,2007,WD,Normal,113000
502,60,FV,9803,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,5,2005,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0,466,866,Gd,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,0,Attchd,2005.0,RFn,2,603,TA,Y,0,108,0,0,0,0,0,2,2008,WD,Normal,226700
503,20,RL,9170,Reg,Lvl,Corner,Gtl,Edwards,1Story,5,7,1965,1965,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,96,420,1214,Ex,Y,SBrkr,1214,0,0,1214,1,0,1,0,2,1,TA,6,0,Detchd,1965.0,Unf,2,461,Fa,Y,0,0,184,0,0,0,400,4,2007,WD,Normal,140000
504,20,RL,15602,IR1,Lvl,Inside,Gtl,Crawfor,1Story,7,8,1959,1997,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,0,254,1501,TA,Y,SBrkr,1801,0,0,1801,1,0,2,0,1,1,TA,6,2,Attchd,1959.0,Fin,2,484,TA,Y,0,54,0,0,161,0,0,3,2010,WD,Normal,289000
505,160,RL,2308,Reg,Lvl,Inside,Gtl,NPkVill,2Story,6,5,1974,1974,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,495,103,855,TA,Y,SBrkr,855,467,0,1322,0,1,2,1,3,1,TA,6,1,Attchd,1974.0,Unf,2,440,TA,Y,260,0,0,0,0,0,0,6,2009,WD,Normal,147000
506,90,RM,7596,Reg,Lvl,Inside,Gtl,OldTown,2Story,5,5,1952,1952,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,960,960,Gd,Y,SBrkr,960,1000,0,1960,0,0,2,0,4,2,TA,10,0,Detchd,1952.0,Unf,2,400,TA,N,0,0,0,0,0,0,0,7,2009,COD,Normal,124500
507,60,RL,9554,IR1,Lvl,Inside,Gtl,SawyerW,2Story,8,5,1993,1994,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,0,397,777,Ex,Y,SBrkr,1065,846,0,1911,0,0,2,1,3,1,Gd,8,1,Attchd,1993.0,RFn,2,471,TA,Y,182,81,0,0,0,0,0,9,2006,WD,Normal,215000
508,20,FV,7862,IR1,Lvl,Inside,Gtl,Somerst,1Story,6,5,2009,2009,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,0,1191,1218,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,0,Attchd,2009.0,Fin,2,676,TA,Y,0,102,0,0,0,0,0,9,2009,New,Partial,208300
509,70,RM,9600,Reg,Lvl,Inside,Gtl,OldTown,2Story,7,9,1928,2005,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,0,548,689,Ex,Y,SBrkr,689,689,0,1378,0,0,2,0,3,1,Gd,7,1,Detchd,1928.0,Unf,2,360,TA,N,0,0,116,0,0,0,0,10,2008,WD,Normal,161000
510,20,RL,9600,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,6,1959,1959,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,991,Unf,0,50,1041,Ex,Y,SBrkr,1041,0,0,1041,1,0,1,0,3,1,TA,6,0,Attchd,1959.0,RFn,1,270,TA,Y,224,88,0,0,0,0,0,7,2009,WD,Normal,124500
511,20,RL,14559,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1951,2000,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,180,178,1008,Ex,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,TA,6,2,CarPort,1951.0,Unf,1,288,TA,Y,324,42,0,0,168,0,2000,6,2009,WD,Normal,164900
512,120,RL,6792,IR1,Lvl,Inside,Gtl,NridgHt,1Story,7,5,2005,2006,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,1,Attchd,2005.0,RFn,2,474,TA,Y,132,35,0,0,0,0,0,3,2006,New,Partial,202665
513,20,RL,9100,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,5,1958,1958,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,174,169,864,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,0,Detchd,1964.0,Unf,2,624,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,129900
514,20,RL,9187,Reg,Bnk,Corner,Gtl,Mitchel,1Story,6,5,1983,1983,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336,Unf,0,748,1084,TA,Y,SBrkr,1080,0,0,1080,0,0,1,1,3,1,TA,5,0,Attchd,1983.0,Unf,2,484,TA,Y,120,0,158,0,0,0,0,6,2007,WD,Normal,134000
515,45,RL,10594,Reg,Lvl,Inside,Gtl,Crawfor,1.5Unf,5,5,1926,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,Fa,N,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,0,Detchd,1926.0,Unf,1,200,Po,Y,0,0,112,0,0,0,0,6,2007,WD,Normal,96500
516,20,RL,12220,Reg,Lvl,Inside,Gtl,NridgHt,1Story,10,5,2009,2009,CemntBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,0,570,2006,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,1,3,1,Ex,9,1,Attchd,2009.0,Fin,3,900,TA,Y,156,54,0,0,0,0,0,9,2009,New,Partial,402861
517,80,RL,10448,IR1,Lvl,Corner,Gtl,NWAmes,SLvl,6,6,1972,1972,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,689,689,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,TA,7,1,Attchd,1972.0,RFn,2,583,TA,Y,0,104,0,0,0,0,0,8,2009,COD,Abnorml,158000
518,60,RL,10208,IR1,Lvl,Inside,Gtl,NoRidge,2Story,7,5,1996,1997,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1264,1264,Ex,Y,SBrkr,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,1,Attchd,1996.0,RFn,3,889,TA,Y,220,0,0,0,0,0,0,7,2009,WD,Normal,265000
519,60,RL,9531,IR1,Lvl,CulDSac,Gtl,CollgCr,2Story,6,5,1998,1998,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,706,Unf,0,88,794,Ex,Y,SBrkr,882,914,0,1796,1,0,2,1,3,1,TA,7,0,Attchd,1998.0,RFn,2,546,TA,Y,0,36,0,0,0,0,0,5,2007,WD,Normal,211000
520,70,RL,10918,Reg,Lvl,Inside,Gtl,Crawfor,2Story,7,9,1926,2004,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,1276,1276,Ex,Y,SBrkr,1276,804,0,2080,0,0,1,1,3,1,Gd,9,2,Detchd,1926.0,Unf,1,282,TA,Y,0,0,0,0,145,0,0,6,2009,WD,Normal,234000
521,190,RL,10800,Reg,Lvl,Inside,Gtl,OldTown,2Story,4,7,1900,2000,MetalSd,None,0.0,TA,TA,BrkTil,,,,,0,,0,0,0,TA,N,FuseA,694,600,0,1294,0,0,2,0,3,2,TA,7,0,,,,0,0,,N,220,114,210,0,0,0,0,8,2008,WD,Normal,106250
522,20,RL,11988,IR1,Lvl,Corner,Gtl,NAmes,1Story,6,6,1957,1957,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,0,467,1244,Ex,Y,FuseA,1244,0,0,1244,0,0,1,1,3,1,TA,6,2,Attchd,1957.0,Unf,1,336,TA,Y,0,40,0,0,0,0,0,5,2007,WD,Normal,150000
523,50,RM,5000,Reg,Lvl,Corner,Gtl,BrkSide,1.5Fin,6,7,1947,1950,CemntBd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399,Unf,0,605,1004,Ex,Y,SBrkr,1004,660,0,1664,0,0,2,0,3,1,TA,7,2,Detchd,1950.0,Unf,2,420,TA,Y,0,24,36,0,0,0,0,10,2006,WD,Normal,159000
524,60,RL,40094,IR1,Bnk,Inside,Gtl,Edwards,2Story,10,5,2007,2008,CemntBd,Stone,762.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2260,Unf,0,878,3138,Ex,Y,SBrkr,3138,1538,0,4676,1,0,3,1,3,1,Ex,11,1,BuiltIn,2007.0,Fin,3,884,TA,Y,208,406,0,0,0,0,0,10,2007,New,Partial,184750
525,60,RL,11787,IR1,Lvl,Inside,Gtl,NoRidge,2Story,7,5,1996,1997,VinylSd,BrkFace,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,719,Unf,0,660,1379,Ex,Y,SBrkr,1383,1015,0,2398,1,0,2,1,3,1,Gd,8,1,Attchd,1996.0,Fin,3,834,TA,Y,239,60,0,0,0,0,0,8,2007,WD,Normal,315750
526,20,FV,7500,Reg,Lvl,Inside,Gtl,Somerst,1Story,7,5,2005,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1257,1257,Ex,Y,SBrkr,1266,0,0,1266,0,0,2,0,3,1,Gd,6,1,Attchd,2005.0,Unf,2,453,TA,Y,38,144,0,0,0,0,0,4,2006,WD,Normal,176000
527,20,RL,13300,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1956,2000,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,0,551,928,TA,Y,SBrkr,928,0,0,928,0,0,1,0,2,1,TA,4,0,Attchd,1956.0,Unf,1,252,TA,Y,261,0,156,0,0,0,0,6,2007,WD,Normal,132000
528,60,RL,14948,IR1,Lvl,Inside,Gtl,NridgHt,2Story,9,5,2008,2008,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1330,Unf,0,122,1452,Ex,Y,SBrkr,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,1,Attchd,2008.0,Fin,3,858,TA,Y,126,66,0,0,0,0,0,11,2008,New,Partial,446261
529,30,RL,9098,IR1,Lvl,Inside,Gtl,Edwards,1Story,4,7,1920,2002,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,0,180,528,Ex,Y,SBrkr,605,0,0,605,1,0,1,0,2,1,TA,5,0,,,,0,0,,N,0,0,144,0,0,0,0,7,2007,WD,Normal,86000
530,20,RL,32668,IR1,Lvl,CulDSac,Gtl,Crawfor,1Story,6,3,1957,1975,Wd Sdng,,,Gd,TA,PConc,TA,TA,No,Rec,1219,Unf,0,816,2035,TA,Y,SBrkr,2515,0,0,2515,1,0,3,0,4,2,TA,9,2,Attchd,1975.0,RFn,2,484,TA,Y,0,0,200,0,0,0,0,3,2007,WD,Alloca,200624
531,80,RL,10200,Reg,Lvl,Inside,Gtl,Timber,SLvl,6,5,1988,1989,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783,Unf,0,678,1461,Ex,Y,SBrkr,1509,0,0,1509,1,0,2,0,3,1,Gd,5,1,Attchd,1988.0,RFn,2,600,TA,Y,224,0,0,0,0,0,0,8,2008,WD,Abnorml,175000
532,70,RM,6155,IR1,Lvl,FR3,Gtl,BrkSide,2Story,6,8,1920,1999,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,0,611,611,Ex,Y,SBrkr,751,611,0,1362,0,0,2,0,3,1,TA,6,0,Detchd,1920.0,Fin,2,502,TA,Y,0,0,84,0,0,0,0,6,2008,WD,Normal,128000
533,20,RL,7200,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1955,2007,VinylSd,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,Ex,Y,SBrkr,827,0,0,827,0,0,1,0,2,1,TA,5,1,Detchd,1967.0,Unf,1,392,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,107500
534,20,RL,5000,Reg,Low,Inside,Mod,BrkSide,1Story,1,3,1946,1950,VinylSd,None,0.0,Fa,Fa,Slab,,,,,0,,0,0,0,Fa,N,FuseF,334,0,0,334,0,0,1,0,1,1,Fa,2,0,,,,0,0,,N,0,0,0,0,0,0,0,1,2007,WD,Normal,39300
535,60,RL,9056,IR1,Lvl,Inside,Gtl,Gilbert,2Story,8,5,2004,2004,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,707,707,Ex,Y,SBrkr,707,707,0,1414,0,0,2,1,3,1,Gd,6,1,Attchd,2004.0,Fin,2,403,TA,Y,100,35,0,0,0,0,0,10,2006,WD,Normal,178000
536,190,RL,7000,Reg,Lvl,Inside,Gtl,Edwards,2Story,5,7,1910,1991,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969,Unf,0,148,1117,TA,Y,SBrkr,820,527,0,1347,1,0,1,0,3,1,TA,5,0,,,,0,0,,N,85,0,148,0,0,0,0,1,2008,WD,Normal,107500
537,60,RL,8924,IR1,Lvl,CulDSac,Gtl,CollgCr,2Story,7,5,1998,1999,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,880,880,Ex,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,Gd,8,0,Attchd,1998.0,Fin,2,527,TA,Y,120,155,0,0,0,0,0,7,2008,WD,Normal,188000
538,20,RL,12735,IR1,Lvl,FR2,Gtl,NAmes,1Story,4,5,1972,1972,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600,Unf,0,264,864,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,0,Detchd,1980.0,Unf,2,576,TA,Y,216,0,0,0,0,0,0,4,2008,COD,Normal,111250
539,20,RL,11553,IR1,Lvl,Inside,Gtl,Sawyer,1Story,5,5,1968,1968,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673,Unf,0,378,1051,TA,Y,SBrkr,1159,0,0,1159,0,0,1,1,3,1,TA,7,1,Attchd,1968.0,Unf,1,336,TA,Y,466,0,0,0,0,0,0,7,2006,WD,Normal,158000
